url_name,ticker_symbol,timestamp
jkgkjg,ATRO,2025-06-30_07-06-06
jkgkjg,AVAV,2025-06-30_07-06-06
jkgkjg,CAKE,2025-06-30_07-06-06
jkgkjg,CALM,2025-06-30_07-06-06
jkgkjg,CAR,2025-06-30_07-06-06
jkgkjg,CRMT,2025-06-30_07-06-06
jkgkjg,ETSY,2025-06-30_07-06-06
jkgkjg,FLNC,2025-06-30_07-06-06
jkgkjg,GOLF,2025-06-30_07-06-06
jkgkjg,HLF,2025-06-30_07-06-06
jkgkjg,MEDP,2025-06-30_07-06-06
jkgkjg,MGNI,2025-06-30_07-06-06
jkgkjg,MODV,2025-06-30_07-06-06
jkgkjg,MP,2025-06-30_07-06-06
jkgkjg,ODD,2025-06-30_07-06-06
jkgkjg,PBF,2025-06-30_07-06-06
jkgkjg,PII,2025-06-30_07-06-06
jkgkjg,RDFN,2025-06-30_07-06-06
jkgkjg,SHAK,2025-06-30_07-06-06
jkgkjg,THO,2025-06-30_07-06-06
