url_name,ticker_symbol,timestamp
Daily Trades,LCID,2025-07-04_12-24-00
Daily Trades,WOLF,2025-07-04_12-24-00
Daily Trades,BBAI,2025-07-04_12-24-00
Daily Trades,NVDA,2025-07-04_12-24-00
Daily Trades,SOXS,2025-07-04_12-24-00
Daily Trades,TSLL,2025-07-04_12-24-00
Daily Trades,PLUG,2025-07-04_12-24-00
Daily Trades,BTBT,2025-07-04_12-24-00
Daily Trades,SOXL,2025-07-04_12-24-00
Daily Trades,SQQQ,2025-07-04_12-24-00
Daily Trades,INTC,2025-07-04_12-24-00
Daily Trades,F,2025-07-04_12-24-00
Daily Trades,TSLA,2025-07-04_12-24-00
Daily Trades,HOOD,2025-07-04_12-24-00
Daily Trades,WULF,2025-07-04_12-24-00
Daily Trades,OPEN,2025-07-04_12-24-00
Daily Trades,SPY,2025-07-04_12-24-00
Daily Trades,CIFR,2025-07-04_12-24-00
Daily Trades,MLGO,2025-07-04_12-24-00
Daily Trades,DNN,2025-07-04_12-24-00
