url_name,ticker_symbol,timestamp
jkgkjg,ATRO,2025-06-30_07-06-14
jkgkjg,AVAV,2025-06-30_07-06-14
jkgkjg,CAKE,2025-06-30_07-06-14
jkgkjg,CALM,2025-06-30_07-06-14
jkgkjg,CAR,2025-06-30_07-06-14
jkgkjg,CRMT,2025-06-30_07-06-14
jkgkjg,ETSY,2025-06-30_07-06-14
jkgkjg,FLNC,2025-06-30_07-06-14
jkgkjg,GOLF,2025-06-30_07-06-14
jkgkjg,HLF,2025-06-30_07-06-14
jkgkjg,MEDP,2025-06-30_07-06-14
jkgkjg,MGNI,2025-06-30_07-06-14
jkgkjg,MODV,2025-06-30_07-06-14
jkgkjg,MP,2025-06-30_07-06-14
jkgkjg,ODD,2025-06-30_07-06-14
jkgkjg,PBF,2025-06-30_07-06-14
jkgkjg,PII,2025-06-30_07-06-14
jkgkjg,RDFN,2025-06-30_07-06-14
jkgkjg,SHAK,2025-06-30_07-06-14
jkgkjg,THO,2025-06-30_07-06-14
