url_name,ticker_symbol,timestamp
daily trades,BBAI,2025-06-30_18-18-13
daily trades,PLUG,2025-06-30_18-18-13
daily trades,NVDA,2025-06-30_18-18-13
daily trades,SOFI,2025-06-30_18-18-13
daily trades,TSLY,2025-06-30_18-18-13
daily trades,SOXS,2025-06-30_18-18-13
daily trades,NU,2025-06-30_18-18-13
daily trades,TSLL,2025-06-30_18-18-13
daily trades,LCID,2025-06-30_18-18-13
daily trades,HOOD,2025-06-30_18-18-13
daily trades,PLTR,2025-06-30_18-18-13
daily trades,OPEN,2025-06-30_18-18-13
daily trades,SPY,2025-06-30_18-18-13
daily trades,AAPL,2025-06-30_18-18-13
daily trades,F,2025-06-30_18-18-13
daily trades,WOLF,2025-06-30_18-18-13
daily trades,DNN,2025-06-30_18-18-13
daily trades,SOXL,2025-06-30_18-18-13
daily trades,INTC,2025-06-30_18-18-13
daily trades,TSLA,2025-06-30_18-18-13
