url_name,ticker_symbol,timestamp
TPS with Options,CORZ,2025-07-01_13-12-42
TPS with Options,SYM,2025-07-01_13-12-42
TPS with Options,SEZL,2025-07-01_13-12-42
TPS with Options,OZK,2025-07-01_13-12-42
TPS with Options,CAR,2025-07-01_13-12-42
TPS with Options,JBGS,2025-07-01_13-12-42
TPS with Options,URBN,2025-07-01_13-12-42
TPS with Options,CBRL,2025-07-01_13-12-42
TPS with Options,ODD,2025-07-01_13-12-42
TPS with Options,TRUP,2025-07-01_13-12-42
TPS with Options,INVA,2025-07-01_13-12-42
TPS with Options,GOLF,2025-07-01_13-12-42
