url_name,ticker_symbol,timestamp
TPS SCANNER,BTSG,2025-06-30_18-37-20
TPS SCANNER,CBRL,2025-06-30_18-37-20
TPS SCANNER,CORZ,2025-06-30_18-37-20
TPS SCANNER,GOLF,2025-06-30_18-37-20
TPS SCANNER,INVA,2025-06-30_18-37-20
TPS SCANNER,JBGS,2025-06-30_18-37-20
TPS SCANNER,LITE,2025-06-30_18-37-20
TPS SCANNER,MIRM,2025-06-30_18-37-20
TPS SCANNER,ODD,2025-06-30_18-37-20
TPS SCANNER,OSCR,2025-06-30_18-37-20
TPS SCANNER,PGY,2025-06-30_18-37-20
TPS SCANNER,SPRY,2025-06-30_18-37-20
TPS SCANNER,SYM,2025-06-30_18-37-20
TPS SCANNER,TRUP,2025-06-30_18-37-20
TPS SCANNER,TSSI,2025-06-30_18-37-20
TPS SCANNER,URBN,2025-06-30_18-37-20
