url_name,ticker_symbol,timestamp
Daily Trades,SOXS,2025-07-09_18-44-53
Daily Trades,PLUG,2025-07-09_18-44-53
Daily Trades,PROK,2025-07-09_18-44-53
Daily Trades,NVDA,2025-07-09_18-44-53
Daily Trades,BBAI,2025-07-09_18-44-53
Daily Trades,LCID,2025-07-09_18-44-53
Daily Trades,MLGO,2025-07-09_18-44-53
Daily Trades,TLRY,2025-07-09_18-44-53
Daily Trades,TSLL,2025-07-09_18-44-53
Daily Trades,AQMS,2025-07-09_18-44-53
Daily Trades,WOLF,2025-07-09_18-44-53
Daily Trades,BTBT,2025-07-09_18-44-53
Daily Trades,SOXL,2025-07-09_18-44-53
Daily Trades,SQQQ,2025-07-09_18-44-53
Daily Trades,TSLZ,2025-07-09_18-44-53
Daily Trades,TSLA,2025-07-09_18-44-53
Daily Trades,INTC,2025-07-09_18-44-53
Daily Trades,AES,2025-07-09_18-44-53
Daily Trades,DNN,2025-07-09_18-44-53
Daily Trades,PLTR,2025-07-09_18-44-53
