url_name,ticker_symbol,timestamp
Daily Trades,BBAI,2025-07-03_08-50-23
Daily Trades,LCID,2025-07-03_08-50-23
Daily Trades,WOLF,2025-07-03_08-50-23
Daily Trades,NVDA,2025-07-03_08-50-23
Daily Trades,SOXS,2025-07-03_08-50-23
Daily Trades,TSLL,2025-07-03_08-50-23
Daily Trades,PLUG,2025-07-03_08-50-23
Daily Trades,BTBT,2025-07-03_08-50-23
Daily Trades,SOXL,2025-07-03_08-50-23
Daily Trades,SQQQ,2025-07-03_08-50-23
Daily Trades,OLO,2025-07-03_08-50-23
Daily Trades,MLGO,2025-07-03_08-50-23
Daily Trades,IREN,2025-07-03_08-50-23
Daily Trades,HOOD,2025-07-03_08-50-23
Daily Trades,CAN,2025-07-03_08-50-23
Daily Trades,TSLA,2025-07-03_08-50-23
Daily Trades,MSTU,2025-07-03_08-50-23
Daily Trades,F,2025-07-03_08-50-23
Daily Trades,INTC,2025-07-03_08-50-23
Daily Trades,WULF,2025-07-03_08-50-23
